campaign_id,campaign_name,date,day_number,daily_spend,cum_spend,total_budget,daily_budget_target,expected_cum_spend,pacing_pct,health_band,is_ground_truth_flagged
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-18,18,150.45,2528.92,6125.48,102.09,1837.62,137.6,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-19,19,129.87,2658.79,6125.48,102.09,1939.71,137.1,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-20,20,135.92,2794.71,6125.48,102.09,2041.8,136.9,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-21,21,148.76,2943.47,6125.48,102.09,2143.89,137.3,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-22,22,141.46,3084.93,6125.48,102.09,2245.98,137.4,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-23,23,129.52,3214.45,6125.48,102.09,2348.07,136.9,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-24,24,132.68,3347.13,6125.48,102.09,2450.16,136.6,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-25,25,145.65,3492.78,6125.48,102.09,2552.25,136.9,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-26,26,129.5,3622.28,6125.48,102.09,2654.34,136.5,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-27,27,149.64,3771.92,6125.48,102.09,2756.43,136.8,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-28,28,129.23,3901.15,6125.48,102.09,2858.52,136.5,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-29,29,146.23,4047.38,6125.48,102.09,2960.61,136.7,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-30,30,139.66,4187.04,6125.48,102.09,3062.7,136.7,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2025-12-31,31,147.03,4334.07,6125.48,102.09,3164.79,136.9,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-01,32,140.22,4474.29,6125.48,102.09,3266.88,137.0,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-02,33,128.26,4602.55,6125.48,102.09,3368.97,136.6,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-03,34,143.86,4746.41,6125.48,102.09,3471.06,136.7,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-04,35,150.78,4897.19,6125.48,102.09,3573.15,137.1,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-05,36,146.9,5044.09,6125.48,102.09,3675.24,137.2,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-06,37,135.01,5179.1,6125.48,102.09,3777.33,137.1,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-07,38,148.24,5327.34,6125.48,102.09,3879.42,137.3,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-08,39,148.12,5475.46,6125.48,102.09,3981.51,137.5,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-09,40,141.38,5616.84,6125.48,102.09,4083.6,137.5,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-10,41,135.73,5752.57,6125.48,102.09,4185.69,137.4,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-11,42,138.51,5891.08,6125.48,102.09,4287.78,137.4,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-12,43,127.79,6018.87,6125.48,102.09,4389.87,137.1,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-13,44,133.28,6152.15,6125.48,102.09,4491.96,137.0,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-14,45,151.68,6303.83,6125.48,102.09,4594.05,137.2,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-15,46,145.56,6449.39,6125.48,102.09,4696.14,137.3,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-16,47,152.18,6601.57,6125.48,102.09,4798.23,137.6,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-17,48,135.29,6736.86,6125.48,102.09,4900.32,137.5,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-18,49,143.17,6880.03,6125.48,102.09,5002.41,137.5,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-19,50,134.72,7014.75,6125.48,102.09,5104.5,137.4,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-20,51,131.31,7146.06,6125.48,102.09,5206.59,137.3,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-21,52,133.79,7279.85,6125.48,102.09,5308.68,137.1,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-22,53,133.68,7413.53,6125.48,102.09,5410.77,137.0,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-23,54,143.75,7557.28,6125.48,102.09,5512.86,137.1,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-24,55,129.92,7687.2,6125.48,102.09,5614.95,136.9,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-25,56,132.37,7819.57,6125.48,102.09,5717.04,136.8,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-26,57,144.91,7964.48,6125.48,102.09,5819.13,136.9,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-27,58,133.39,8097.87,6125.48,102.09,5921.22,136.8,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-28,59,145.25,8243.12,6125.48,102.09,6023.31,136.9,Overpacing,True
1,Whiteboard One-To-One Web-Readiness Campaign,2026-01-29,60,131.12,8374.24,6125.48,102.09,6125.4,136.7,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-01,1,247.11,247.11,11279.21,187.99,187.99,131.4,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-02,2,261.08,508.19,11279.21,187.99,375.98,135.2,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-03,3,239.36,747.55,11279.21,187.99,563.97,132.6,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-04,4,264.74,1012.29,11279.21,187.99,751.96,134.6,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-05,5,269.11,1281.4,11279.21,187.99,939.95,136.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-06,6,271.64,1553.04,11279.21,187.99,1127.94,137.7,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-07,7,242.58,1795.6200000000001,11279.21,187.99,1315.93,136.5,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-08,8,235.42,2031.04,11279.21,187.99,1503.92,135.0,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-09,9,235.23,2266.27,11279.21,187.99,1691.91,133.9,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-10,10,267.5,2533.77,11279.21,187.99,1879.9,134.8,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-11,11,268.46,2802.23,11279.21,187.99,2067.89,135.5,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-12,12,270.07,3072.3,11279.21,187.99,2255.88,136.2,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-13,13,265.89,3338.19,11279.21,187.99,2443.87,136.6,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-14,14,252.27,3590.46,11279.21,187.99,2631.86,136.4,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-15,15,280.72,3871.18,11279.21,187.99,2819.85,137.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-16,16,264.65,4135.83,11279.21,187.99,3007.84,137.5,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-17,17,262.1,4397.93,11279.21,187.99,3195.83,137.6,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-18,18,268.94,4666.87,11279.21,187.99,3383.82,137.9,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-19,19,265.32,4932.19,11279.21,187.99,3571.81,138.1,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-20,20,279.82,5212.01,11279.21,187.99,3759.8,138.6,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-21,21,235.71,5447.72,11279.21,187.99,3947.79,138.0,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-22,22,280.42,5728.14,11279.21,187.99,4135.78,138.5,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-23,23,248.83,5976.97,11279.21,187.99,4323.77,138.2,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-24,24,249.88,6226.85,11279.21,187.99,4511.76,138.0,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-25,25,278.98,6505.83,11279.21,187.99,4699.75,138.4,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-26,26,239.55,6745.38,11279.21,187.99,4887.74,138.0,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-27,27,241.57,6986.95,11279.21,187.99,5075.73,137.7,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-28,28,269.8,7256.75,11279.21,187.99,5263.72,137.9,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-29,29,251.88,7508.63,11279.21,187.99,5451.71,137.7,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-30,30,273.06,7781.6900000000005,11279.21,187.99,5639.7,138.0,Overpacing,True
2,Innovate E-Business Applications Campaign,2025-12-31,31,259.02,8040.71,11279.21,187.99,5827.69,138.0,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-01,32,265.53,8306.24,11279.21,187.99,6015.68,138.1,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-02,33,276.82,8583.06,11279.21,187.99,6203.67,138.4,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-03,34,239.4,8822.46,11279.21,187.99,6391.66,138.0,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-04,35,256.87,9079.33,11279.21,187.99,6579.65,138.0,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-05,36,262.76,9342.09,11279.21,187.99,6767.64,138.0,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-06,37,273.65,9615.74,11279.21,187.99,6955.63,138.2,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-07,38,259.53,9875.27,11279.21,187.99,7143.62,138.2,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-08,39,264.26,10139.53,11279.21,187.99,7331.61,138.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-09,40,259.96,10399.49,11279.21,187.99,7519.6,138.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-10,41,269.11,10668.6,11279.21,187.99,7707.59,138.4,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-11,42,250.17,10918.77,11279.21,187.99,7895.58,138.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-12,43,255.62,11174.39,11279.21,187.99,8083.57,138.2,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-13,44,280.23,11454.62,11279.21,187.99,8271.56,138.5,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-14,45,254.21,11708.83,11279.21,187.99,8459.55,138.4,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-15,46,246.75,11955.58,11279.21,187.99,8647.54,138.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-16,47,266.02,12221.6,11279.21,187.99,8835.53,138.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-17,48,269.67,12491.27,11279.21,187.99,9023.52,138.4,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-18,49,254.71,12745.98,11279.21,187.99,9211.51,138.4,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-19,50,270.6,13016.58,11279.21,187.99,9399.5,138.5,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-20,51,237.15,13253.73,11279.21,187.99,9587.49,138.2,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-21,52,268.06,13521.79,11279.21,187.99,9775.48,138.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-22,53,258.09,13779.88,11279.21,187.99,9963.47,138.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-23,54,255.38,14035.26,11279.21,187.99,10151.46,138.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-24,55,264.84,14300.1,11279.21,187.99,10339.45,138.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-25,56,264.4,14564.5,11279.21,187.99,10527.44,138.3,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-26,57,265.94,14830.44,11279.21,187.99,10715.43,138.4,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-27,58,265.18,15095.62,11279.21,187.99,10903.42,138.4,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-28,59,279.18,15374.8,11279.21,187.99,11091.41,138.6,Overpacing,True
2,Innovate E-Business Applications Campaign,2026-01-29,60,265.22,15640.02,11279.21,187.99,11279.4,138.7,Overpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-01,1,557.05,557.05,45148.08,752.47,752.47,74.0,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-02,2,389.28,946.3299999999999,45148.08,752.47,1504.94,62.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-03,3,394.0,1340.33,45148.08,752.47,2257.41,59.4,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-04,4,436.24,1776.57,45148.08,752.47,3009.88,59.0,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-05,5,529.45,2306.02,45148.08,752.47,3762.35,61.3,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-06,6,507.3,2813.32,45148.08,752.47,4514.82,62.3,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-07,7,514.51,3327.83,45148.08,752.47,5267.29,63.2,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-08,8,409.61,3737.44,45148.08,752.47,6019.76,62.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-09,9,562.57,4300.01,45148.08,752.47,6772.23,63.5,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-10,10,522.29,4822.3,45148.08,752.47,7524.7,64.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-11,11,537.72,5360.02,45148.08,752.47,8277.17,64.8,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-12,12,518.18,5878.2,45148.08,752.47,9029.64,65.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-13,13,471.28,6349.48,45148.08,752.47,9782.11,64.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-14,14,544.7,6894.18,45148.08,752.47,10534.58,65.4,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-15,15,546.55,7440.73,45148.08,752.47,11287.05,65.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-16,16,554.96,7995.69,45148.08,752.47,12039.52,66.4,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-17,17,495.09,8490.78,45148.08,752.47,12791.99,66.4,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-18,18,438.06,8928.84,45148.08,752.47,13544.46,65.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-19,19,525.14,9453.98,45148.08,752.47,14296.93,66.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-20,20,469.24,9923.22,45148.08,752.47,15049.4,65.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-21,21,459.29,10382.51,45148.08,752.47,15801.87,65.7,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-22,22,398.26,10780.77,45148.08,752.47,16554.34,65.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-23,23,492.53,11273.3,45148.08,752.47,17306.81,65.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-24,24,508.1,11781.4,45148.08,752.47,18059.28,65.2,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-25,25,509.09,12290.49,45148.08,752.47,18811.75,65.3,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-26,26,561.84,12852.33,45148.08,752.47,19564.22,65.7,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-27,27,529.14,13381.47,45148.08,752.47,20316.69,65.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-28,28,517.96,13899.43,45148.08,752.47,21069.16,66.0,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-29,29,522.43,14421.86,45148.08,752.47,21821.63,66.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-30,30,546.74,14968.6,45148.08,752.47,22574.1,66.3,Underpacing,True
3,Enhance Proactive Schemas Campaign,2025-12-31,31,378.37,15346.97,45148.08,752.47,23326.57,65.8,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-01,32,398.59,15745.56,45148.08,752.47,24079.04,65.4,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-02,33,516.58,16262.14,45148.08,752.47,24831.51,65.5,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-03,34,446.75,16708.89,45148.08,752.47,25583.98,65.3,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-04,35,418.3,17127.19,45148.08,752.47,26336.45,65.0,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-05,36,558.69,17685.88,45148.08,752.47,27088.92,65.3,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-06,37,475.5,18161.38,45148.08,752.47,27841.39,65.2,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-07,38,480.42,18641.8,45148.08,752.47,28593.86,65.2,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-08,39,494.64,19136.44,45148.08,752.47,29346.33,65.2,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-09,40,494.29,19630.73,45148.08,752.47,30098.8,65.2,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-10,41,384.78,20015.51,45148.08,752.47,30851.27,64.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-11,42,543.71,20559.22,45148.08,752.47,31603.74,65.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-12,43,428.42,20987.64,45148.08,752.47,32356.21,64.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-13,44,442.71,21430.35,45148.08,752.47,33108.68,64.7,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-14,45,559.54,21989.89,45148.08,752.47,33861.15,64.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-15,46,477.08,22466.97,45148.08,752.47,34613.62,64.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-16,47,505.04,22972.01,45148.08,752.47,35366.09,65.0,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-17,48,530.97,23502.98,45148.08,752.47,36118.56,65.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-18,49,491.63,23994.61,45148.08,752.47,36871.03,65.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-19,50,539.16,24533.77,45148.08,752.47,37623.5,65.2,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-20,51,447.05,24980.82,45148.08,752.47,38375.97,65.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-21,52,404.53,25385.35,45148.08,752.47,39128.44,64.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-22,53,558.69,25944.04,45148.08,752.47,39880.91,65.1,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-23,54,464.4,26408.44,45148.08,752.47,40633.38,65.0,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-24,55,386.84,26795.28,45148.08,752.47,41385.85,64.7,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-25,56,564.3,27359.58,45148.08,752.47,42138.32,64.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-26,57,520.89,27880.47,45148.08,752.47,42890.79,65.0,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-27,58,422.77,28303.24,45148.08,752.47,43643.26,64.9,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-28,59,555.71,28858.95,45148.08,752.47,44395.73,65.0,Underpacing,True
3,Enhance Proactive Schemas Campaign,2026-01-29,60,502.59,29361.54,45148.08,752.47,45148.2,65.0,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-01,1,67.53,67.53,6430.22,107.17,107.17,63.0,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-02,2,76.42,143.95,6430.22,107.17,214.34,67.2,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-03,3,77.07,221.01999999999998,6430.22,107.17,321.51,68.7,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-04,4,54.36,275.38,6430.22,107.17,428.68,64.2,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-05,5,72.45,347.83,6430.22,107.17,535.85,64.9,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-06,6,53.97,401.8,6430.22,107.17,643.02,62.5,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-07,7,64.09,465.89,6430.22,107.17,750.19,62.1,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-08,8,62.92,528.81,6430.22,107.17,857.36,61.7,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-09,9,64.21,593.02,6430.22,107.17,964.53,61.5,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-10,10,79.03,672.05,6430.22,107.17,1071.7,62.7,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-11,11,66.77,738.8199999999999,6430.22,107.17,1178.87,62.7,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-12,12,79.84,818.66,6430.22,107.17,1286.04,63.7,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-13,13,70.56,889.22,6430.22,107.17,1393.21,63.8,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-14,14,57.04,946.26,6430.22,107.17,1500.38,63.1,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-15,15,57.3,1003.56,6430.22,107.17,1607.55,62.4,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-16,16,62.85,1066.41,6430.22,107.17,1714.72,62.2,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-17,17,71.47,1137.88,6430.22,107.17,1821.89,62.5,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-18,18,54.68,1192.56,6430.22,107.17,1929.06,61.8,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-19,19,58.33,1250.89,6430.22,107.17,2036.23,61.4,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-20,20,65.93,1316.82,6430.22,107.17,2143.4,61.4,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-21,21,67.07,1383.89,6430.22,107.17,2250.57,61.5,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-22,22,75.0,1458.89,6430.22,107.17,2357.74,61.9,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-23,23,76.99,1535.8799999999999,6430.22,107.17,2464.91,62.3,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-24,24,61.0,1596.8799999999999,6430.22,107.17,2572.08,62.1,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-25,25,58.53,1655.41,6430.22,107.17,2679.25,61.8,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-26,26,66.57,1721.98,6430.22,107.17,2786.42,61.8,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-27,27,65.98,1787.96,6430.22,107.17,2893.59,61.8,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-28,28,60.35,1848.31,6430.22,107.17,3000.76,61.6,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-29,29,67.29,1915.6,6430.22,107.17,3107.93,61.6,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-30,30,65.57,1981.17,6430.22,107.17,3215.1,61.6,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2025-12-31,31,60.8,2041.97,6430.22,107.17,3322.27,61.5,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2026-01-01,32,62.21,2104.18,6430.22,107.17,3429.44,61.4,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2026-01-02,33,56.79,2160.97,6430.22,107.17,3536.61,61.1,Underpacing,True
4,Incubate Next-Generation E-Services Campaign,2026-01-03,34,71.78,2232.75,6430.22,107.17,3643.78,61.3,Underpacing,True
