campaign_id,hour,click_count,campaign_name,is_fraud_campaign
3,9,123,Enhance Proactive Schemas Campaign,False
3,10,136,Enhance Proactive Schemas Campaign,False
3,11,129,Enhance Proactive Schemas Campaign,False
3,12,115,Enhance Proactive Schemas Campaign,False
3,13,134,Enhance Proactive Schemas Campaign,False
3,14,139,Enhance Proactive Schemas Campaign,False
3,15,124,Enhance Proactive Schemas Campaign,False
3,16,127,Enhance Proactive Schemas Campaign,False
3,17,127,Enhance Proactive Schemas Campaign,False
3,18,126,Enhance Proactive Schemas Campaign,False
3,19,160,Enhance Proactive Schemas Campaign,False
3,20,140,Enhance Proactive Schemas Campaign,False
3,21,146,Enhance Proactive Schemas Campaign,False
3,22,130,Enhance Proactive Schemas Campaign,False
3,23,114,Enhance Proactive Schemas Campaign,False
4,0,59,Incubate Next-Generation E-Services Campaign,False
4,1,52,Incubate Next-Generation E-Services Campaign,False
4,2,46,Incubate Next-Generation E-Services Campaign,False
4,3,46,Incubate Next-Generation E-Services Campaign,False
4,4,45,Incubate Next-Generation E-Services Campaign,False
4,5,48,Incubate Next-Generation E-Services Campaign,False
4,6,34,Incubate Next-Generation E-Services Campaign,False
4,7,41,Incubate Next-Generation E-Services Campaign,False
4,8,44,Incubate Next-Generation E-Services Campaign,False
4,9,44,Incubate Next-Generation E-Services Campaign,False
4,10,53,Incubate Next-Generation E-Services Campaign,False
4,11,34,Incubate Next-Generation E-Services Campaign,False
4,12,38,Incubate Next-Generation E-Services Campaign,False
4,13,36,Incubate Next-Generation E-Services Campaign,False
4,14,39,Incubate Next-Generation E-Services Campaign,False
4,15,43,Incubate Next-Generation E-Services Campaign,False
4,16,46,Incubate Next-Generation E-Services Campaign,False
4,17,39,Incubate Next-Generation E-Services Campaign,False
4,18,40,Incubate Next-Generation E-Services Campaign,False
4,19,52,Incubate Next-Generation E-Services Campaign,False
4,20,41,Incubate Next-Generation E-Services Campaign,False
4,21,47,Incubate Next-Generation E-Services Campaign,False
4,22,47,Incubate Next-Generation E-Services Campaign,False
4,23,55,Incubate Next-Generation E-Services Campaign,False
5,0,48,Implement Granular E-Commerce Campaign,False
5,1,48,Implement Granular E-Commerce Campaign,False
5,2,51,Implement Granular E-Commerce Campaign,False
5,3,55,Implement Granular E-Commerce Campaign,False
5,4,48,Implement Granular E-Commerce Campaign,False
5,5,46,Implement Granular E-Commerce Campaign,False
5,6,48,Implement Granular E-Commerce Campaign,False
5,7,45,Implement Granular E-Commerce Campaign,False
5,8,57,Implement Granular E-Commerce Campaign,False
5,9,55,Implement Granular E-Commerce Campaign,False
5,10,53,Implement Granular E-Commerce Campaign,False
5,11,53,Implement Granular E-Commerce Campaign,False
5,12,61,Implement Granular E-Commerce Campaign,False
5,13,57,Implement Granular E-Commerce Campaign,False
5,14,60,Implement Granular E-Commerce Campaign,False
5,15,52,Implement Granular E-Commerce Campaign,False
5,16,47,Implement Granular E-Commerce Campaign,False
5,17,44,Implement Granular E-Commerce Campaign,False
5,18,48,Implement Granular E-Commerce Campaign,False
5,19,60,Implement Granular E-Commerce Campaign,False
5,20,58,Implement Granular E-Commerce Campaign,False
5,21,55,Implement Granular E-Commerce Campaign,False
5,22,60,Implement Granular E-Commerce Campaign,False
5,23,64,Implement Granular E-Commerce Campaign,False
6,0,115,Engineer Cross-Platform Platforms Campaign,False
6,1,117,Engineer Cross-Platform Platforms Campaign,False
6,2,93,Engineer Cross-Platform Platforms Campaign,False
6,3,97,Engineer Cross-Platform Platforms Campaign,False
6,4,114,Engineer Cross-Platform Platforms Campaign,False
6,5,96,Engineer Cross-Platform Platforms Campaign,False
6,6,97,Engineer Cross-Platform Platforms Campaign,False
6,7,111,Engineer Cross-Platform Platforms Campaign,False
6,8,135,Engineer Cross-Platform Platforms Campaign,False
6,9,119,Engineer Cross-Platform Platforms Campaign,False
6,10,91,Engineer Cross-Platform Platforms Campaign,False
6,11,104,Engineer Cross-Platform Platforms Campaign,False
6,12,110,Engineer Cross-Platform Platforms Campaign,False
6,13,94,Engineer Cross-Platform Platforms Campaign,False
6,14,85,Engineer Cross-Platform Platforms Campaign,False
6,15,116,Engineer Cross-Platform Platforms Campaign,False
6,16,113,Engineer Cross-Platform Platforms Campaign,False
6,17,111,Engineer Cross-Platform Platforms Campaign,False
6,18,115,Engineer Cross-Platform Platforms Campaign,False
6,19,83,Engineer Cross-Platform Platforms Campaign,False
6,20,102,Engineer Cross-Platform Platforms Campaign,False
6,21,106,Engineer Cross-Platform Platforms Campaign,False
6,22,114,Engineer Cross-Platform Platforms Campaign,False
6,23,94,Engineer Cross-Platform Platforms Campaign,False
7,0,102,Iterate Cross-Media Metrics Campaign,False
7,1,98,Iterate Cross-Media Metrics Campaign,False
7,2,89,Iterate Cross-Media Metrics Campaign,False
7,3,111,Iterate Cross-Media Metrics Campaign,False
7,4,101,Iterate Cross-Media Metrics Campaign,False
7,5,94,Iterate Cross-Media Metrics Campaign,False
7,6,118,Iterate Cross-Media Metrics Campaign,False
7,7,98,Iterate Cross-Media Metrics Campaign,False
7,8,91,Iterate Cross-Media Metrics Campaign,False
7,9,115,Iterate Cross-Media Metrics Campaign,False
7,10,99,Iterate Cross-Media Metrics Campaign,False
7,11,117,Iterate Cross-Media Metrics Campaign,False
7,12,100,Iterate Cross-Media Metrics Campaign,False
7,13,94,Iterate Cross-Media Metrics Campaign,False
7,14,109,Iterate Cross-Media Metrics Campaign,False
7,15,129,Iterate Cross-Media Metrics Campaign,False
7,16,111,Iterate Cross-Media Metrics Campaign,False
7,17,129,Iterate Cross-Media Metrics Campaign,False
7,18,122,Iterate Cross-Media Metrics Campaign,False
7,19,104,Iterate Cross-Media Metrics Campaign,False
7,20,117,Iterate Cross-Media Metrics Campaign,False
7,21,118,Iterate Cross-Media Metrics Campaign,False
7,22,111,Iterate Cross-Media Metrics Campaign,False
7,23,109,Iterate Cross-Media Metrics Campaign,False
8,0,92,Incubate 24/7 Architectures Campaign,True
8,1,90,Incubate 24/7 Architectures Campaign,True
8,2,137,Incubate 24/7 Architectures Campaign,True
8,3,183,Incubate 24/7 Architectures Campaign,True
8,4,167,Incubate 24/7 Architectures Campaign,True
8,5,133,Incubate 24/7 Architectures Campaign,True
8,6,100,Incubate 24/7 Architectures Campaign,True
8,7,164,Incubate 24/7 Architectures Campaign,True
8,8,145,Incubate 24/7 Architectures Campaign,True
8,9,211,Incubate 24/7 Architectures Campaign,True
8,10,250,Incubate 24/7 Architectures Campaign,True
8,11,166,Incubate 24/7 Architectures Campaign,True
8,12,291,Incubate 24/7 Architectures Campaign,True
8,13,119,Incubate 24/7 Architectures Campaign,True
8,14,182,Incubate 24/7 Architectures Campaign,True
8,15,133,Incubate 24/7 Architectures Campaign,True
8,16,162,Incubate 24/7 Architectures Campaign,True
8,17,175,Incubate 24/7 Architectures Campaign,True
8,18,153,Incubate 24/7 Architectures Campaign,True
8,19,210,Incubate 24/7 Architectures Campaign,True
8,20,119,Incubate 24/7 Architectures Campaign,True
8,21,85,Incubate 24/7 Architectures Campaign,True
8,22,95,Incubate 24/7 Architectures Campaign,True
8,23,121,Incubate 24/7 Architectures Campaign,True
9,0,335,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,1,284,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,2,334,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,3,336,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,4,308,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,5,312,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,6,348,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,7,332,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,8,298,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,9,296,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,10,324,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,11,307,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,12,316,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,13,308,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,14,318,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,15,315,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,16,316,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,17,346,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,18,327,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,19,296,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,20,308,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,21,308,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,22,332,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
9,23,321,Re-Intermediate Bricks-And-Clicks Networks Campaign,True
10,0,129,Repurpose Bleeding-Edge Technologies Campaign,True
10,1,553,Repurpose Bleeding-Edge Technologies Campaign,True
10,2,398,Repurpose Bleeding-Edge Technologies Campaign,True
10,3,320,Repurpose Bleeding-Edge Technologies Campaign,True
10,4,277,Repurpose Bleeding-Edge Technologies Campaign,True
10,5,614,Repurpose Bleeding-Edge Technologies Campaign,True
10,6,360,Repurpose Bleeding-Edge Technologies Campaign,True
10,7,549,Repurpose Bleeding-Edge Technologies Campaign,True
10,8,287,Repurpose Bleeding-Edge Technologies Campaign,True
10,9,234,Repurpose Bleeding-Edge Technologies Campaign,True
10,10,306,Repurpose Bleeding-Edge Technologies Campaign,True
10,11,129,Repurpose Bleeding-Edge Technologies Campaign,True
10,12,119,Repurpose Bleeding-Edge Technologies Campaign,True
10,13,150,Repurpose Bleeding-Edge Technologies Campaign,True
10,14,151,Repurpose Bleeding-Edge Technologies Campaign,True
10,15,156,Repurpose Bleeding-Edge Technologies Campaign,True
10,16,150,Repurpose Bleeding-Edge Technologies Campaign,True
10,17,154,Repurpose Bleeding-Edge Technologies Campaign,True
10,18,165,Repurpose Bleeding-Edge Technologies Campaign,True
10,19,128,Repurpose Bleeding-Edge Technologies Campaign,True
10,20,133,Repurpose Bleeding-Edge Technologies Campaign,True
10,21,121,Repurpose Bleeding-Edge Technologies Campaign,True
10,22,144,Repurpose Bleeding-Edge Technologies Campaign,True
10,23,137,Repurpose Bleeding-Edge Technologies Campaign,True
11,0,60,Synergize Efficient Bandwidth Campaign,False
11,1,51,Synergize Efficient Bandwidth Campaign,False
11,2,65,Synergize Efficient Bandwidth Campaign,False
11,3,53,Synergize Efficient Bandwidth Campaign,False
11,4,51,Synergize Efficient Bandwidth Campaign,False
11,5,59,Synergize Efficient Bandwidth Campaign,False
11,6,62,Synergize Efficient Bandwidth Campaign,False
11,7,52,Synergize Efficient Bandwidth Campaign,False
11,8,69,Synergize Efficient Bandwidth Campaign,False
11,9,47,Synergize Efficient Bandwidth Campaign,False
11,10,70,Synergize Efficient Bandwidth Campaign,False
11,11,47,Synergize Efficient Bandwidth Campaign,False
11,12,56,Synergize Efficient Bandwidth Campaign,False
11,13,48,Synergize Efficient Bandwidth Campaign,False
11,14,41,Synergize Efficient Bandwidth Campaign,False
11,15,52,Synergize Efficient Bandwidth Campaign,False
11,16,57,Synergize Efficient Bandwidth Campaign,False
11,17,54,Synergize Efficient Bandwidth Campaign,False
11,18,55,Synergize Efficient Bandwidth Campaign,False
11,19,57,Synergize Efficient Bandwidth Campaign,False
11,20,65,Synergize Efficient Bandwidth Campaign,False
11,21,55,Synergize Efficient Bandwidth Campaign,False
11,22,57,Synergize Efficient Bandwidth Campaign,False
11,23,53,Synergize Efficient Bandwidth Campaign,False
12,0,148,Repurpose Real-Time Methodologies Campaign,False
12,1,141,Repurpose Real-Time Methodologies Campaign,False
12,2,151,Repurpose Real-Time Methodologies Campaign,False
12,3,138,Repurpose Real-Time Methodologies Campaign,False
12,4,137,Repurpose Real-Time Methodologies Campaign,False
12,5,140,Repurpose Real-Time Methodologies Campaign,False
12,6,153,Repurpose Real-Time Methodologies Campaign,False
12,7,138,Repurpose Real-Time Methodologies Campaign,False
12,8,145,Repurpose Real-Time Methodologies Campaign,False
12,9,132,Repurpose Real-Time Methodologies Campaign,False
12,10,144,Repurpose Real-Time Methodologies Campaign,False
12,11,142,Repurpose Real-Time Methodologies Campaign,False
12,12,151,Repurpose Real-Time Methodologies Campaign,False
12,13,146,Repurpose Real-Time Methodologies Campaign,False
12,14,129,Repurpose Real-Time Methodologies Campaign,False
12,15,121,Repurpose Real-Time Methodologies Campaign,False
12,16,111,Repurpose Real-Time Methodologies Campaign,False
12,17,157,Repurpose Real-Time Methodologies Campaign,False
12,18,151,Repurpose Real-Time Methodologies Campaign,False
12,19,142,Repurpose Real-Time Methodologies Campaign,False
12,20,146,Repurpose Real-Time Methodologies Campaign,False
12,21,150,Repurpose Real-Time Methodologies Campaign,False
12,22,159,Repurpose Real-Time Methodologies Campaign,False
12,23,148,Repurpose Real-Time Methodologies Campaign,False
13,0,99,Incentivize Granular Bandwidth Campaign,False
13,1,98,Incentivize Granular Bandwidth Campaign,False
13,2,102,Incentivize Granular Bandwidth Campaign,False
13,3,133,Incentivize Granular Bandwidth Campaign,False
13,4,109,Incentivize Granular Bandwidth Campaign,False
13,5,127,Incentivize Granular Bandwidth Campaign,False
13,6,104,Incentivize Granular Bandwidth Campaign,False
13,7,120,Incentivize Granular Bandwidth Campaign,False
13,8,103,Incentivize Granular Bandwidth Campaign,False
13,9,123,Incentivize Granular Bandwidth Campaign,False
13,10,88,Incentivize Granular Bandwidth Campaign,False
13,11,113,Incentivize Granular Bandwidth Campaign,False
13,12,126,Incentivize Granular Bandwidth Campaign,False
13,13,131,Incentivize Granular Bandwidth Campaign,False
13,14,103,Incentivize Granular Bandwidth Campaign,False
13,15,130,Incentivize Granular Bandwidth Campaign,False
13,16,121,Incentivize Granular Bandwidth Campaign,False
13,17,121,Incentivize Granular Bandwidth Campaign,False
13,18,136,Incentivize Granular Bandwidth Campaign,False
13,19,130,Incentivize Granular Bandwidth Campaign,False
13,20,134,Incentivize Granular Bandwidth Campaign,False
13,21,125,Incentivize Granular Bandwidth Campaign,False
13,22,118,Incentivize Granular Bandwidth Campaign,False
13,23,111,Incentivize Granular Bandwidth Campaign,False
14,0,51,Scale Magnetic Methodologies Campaign,False
14,1,53,Scale Magnetic Methodologies Campaign,False
14,2,42,Scale Magnetic Methodologies Campaign,False
14,3,53,Scale Magnetic Methodologies Campaign,False
14,4,59,Scale Magnetic Methodologies Campaign,False
14,5,52,Scale Magnetic Methodologies Campaign,False
14,6,31,Scale Magnetic Methodologies Campaign,False
14,7,49,Scale Magnetic Methodologies Campaign,False
14,8,52,Scale Magnetic Methodologies Campaign,False
14,9,50,Scale Magnetic Methodologies Campaign,False
14,10,48,Scale Magnetic Methodologies Campaign,False
14,11,37,Scale Magnetic Methodologies Campaign,False
14,12,47,Scale Magnetic Methodologies Campaign,False
14,13,51,Scale Magnetic Methodologies Campaign,False
14,14,45,Scale Magnetic Methodologies Campaign,False
14,15,52,Scale Magnetic Methodologies Campaign,False
14,16,43,Scale Magnetic Methodologies Campaign,False
14,17,55,Scale Magnetic Methodologies Campaign,False
14,18,49,Scale Magnetic Methodologies Campaign,False
14,19,40,Scale Magnetic Methodologies Campaign,False
14,20,46,Scale Magnetic Methodologies Campaign,False
14,21,40,Scale Magnetic Methodologies Campaign,False
14,22,53,Scale Magnetic Methodologies Campaign,False
14,23,51,Scale Magnetic Methodologies Campaign,False
15,0,74,Enhance Robust Vortals Campaign,False
15,1,83,Enhance Robust Vortals Campaign,False
15,2,80,Enhance Robust Vortals Campaign,False
15,3,74,Enhance Robust Vortals Campaign,False
15,4,74,Enhance Robust Vortals Campaign,False
15,5,85,Enhance Robust Vortals Campaign,False
15,6,93,Enhance Robust Vortals Campaign,False
15,7,80,Enhance Robust Vortals Campaign,False
15,8,86,Enhance Robust Vortals Campaign,False
15,9,87,Enhance Robust Vortals Campaign,False
15,10,89,Enhance Robust Vortals Campaign,False
15,11,75,Enhance Robust Vortals Campaign,False
15,12,79,Enhance Robust Vortals Campaign,False
15,13,74,Enhance Robust Vortals Campaign,False
15,14,88,Enhance Robust Vortals Campaign,False
15,15,89,Enhance Robust Vortals Campaign,False
15,16,94,Enhance Robust Vortals Campaign,False
15,17,84,Enhance Robust Vortals Campaign,False
15,18,84,Enhance Robust Vortals Campaign,False
15,19,68,Enhance Robust Vortals Campaign,False
15,20,87,Enhance Robust Vortals Campaign,False
15,21,73,Enhance Robust Vortals Campaign,False
15,22,71,Enhance Robust Vortals Campaign,False
15,23,85,Enhance Robust Vortals Campaign,False
16,0,110,Maximize Turn-Key E-Tailers Campaign,False
16,1,117,Maximize Turn-Key E-Tailers Campaign,False
16,2,130,Maximize Turn-Key E-Tailers Campaign,False
16,3,140,Maximize Turn-Key E-Tailers Campaign,False
16,4,121,Maximize Turn-Key E-Tailers Campaign,False
16,5,127,Maximize Turn-Key E-Tailers Campaign,False
16,6,123,Maximize Turn-Key E-Tailers Campaign,False
16,7,141,Maximize Turn-Key E-Tailers Campaign,False
16,8,132,Maximize Turn-Key E-Tailers Campaign,False
16,9,111,Maximize Turn-Key E-Tailers Campaign,False
16,10,96,Maximize Turn-Key E-Tailers Campaign,False
16,11,112,Maximize Turn-Key E-Tailers Campaign,False
16,12,116,Maximize Turn-Key E-Tailers Campaign,False
16,13,124,Maximize Turn-Key E-Tailers Campaign,False
16,14,124,Maximize Turn-Key E-Tailers Campaign,False
16,15,127,Maximize Turn-Key E-Tailers Campaign,False
16,16,104,Maximize Turn-Key E-Tailers Campaign,False
16,17,126,Maximize Turn-Key E-Tailers Campaign,False
16,18,123,Maximize Turn-Key E-Tailers Campaign,False
16,19,125,Maximize Turn-Key E-Tailers Campaign,False
16,20,137,Maximize Turn-Key E-Tailers Campaign,False
16,21,106,Maximize Turn-Key E-Tailers Campaign,False
16,22,113,Maximize Turn-Key E-Tailers Campaign,False
16,23,136,Maximize Turn-Key E-Tailers Campaign,False
17,0,84,Orchestrate Back-End Channels Campaign,False
17,1,100,Orchestrate Back-End Channels Campaign,False
17,2,109,Orchestrate Back-End Channels Campaign,False
17,3,108,Orchestrate Back-End Channels Campaign,False
17,4,112,Orchestrate Back-End Channels Campaign,False
17,5,107,Orchestrate Back-End Channels Campaign,False
17,6,107,Orchestrate Back-End Channels Campaign,False
17,7,94,Orchestrate Back-End Channels Campaign,False
17,8,96,Orchestrate Back-End Channels Campaign,False
17,9,112,Orchestrate Back-End Channels Campaign,False
17,10,112,Orchestrate Back-End Channels Campaign,False
17,11,87,Orchestrate Back-End Channels Campaign,False
17,12,95,Orchestrate Back-End Channels Campaign,False
17,13,110,Orchestrate Back-End Channels Campaign,False
17,14,122,Orchestrate Back-End Channels Campaign,False
17,15,81,Orchestrate Back-End Channels Campaign,False
17,16,114,Orchestrate Back-End Channels Campaign,False
17,17,89,Orchestrate Back-End Channels Campaign,False
17,18,106,Orchestrate Back-End Channels Campaign,False
17,19,110,Orchestrate Back-End Channels Campaign,False
17,20,101,Orchestrate Back-End Channels Campaign,False
17,21,116,Orchestrate Back-End Channels Campaign,False
17,22,90,Orchestrate Back-End Channels Campaign,False
17,23,84,Orchestrate Back-End Channels Campaign,False
18,0,63,Morph Cutting-Edge Applications Campaign,False
18,1,66,Morph Cutting-Edge Applications Campaign,False
18,2,51,Morph Cutting-Edge Applications Campaign,False
18,3,67,Morph Cutting-Edge Applications Campaign,False
18,4,54,Morph Cutting-Edge Applications Campaign,False
18,5,55,Morph Cutting-Edge Applications Campaign,False
18,6,53,Morph Cutting-Edge Applications Campaign,False
18,7,52,Morph Cutting-Edge Applications Campaign,False
18,8,67,Morph Cutting-Edge Applications Campaign,False
18,9,52,Morph Cutting-Edge Applications Campaign,False
18,10,68,Morph Cutting-Edge Applications Campaign,False
18,11,53,Morph Cutting-Edge Applications Campaign,False
18,12,53,Morph Cutting-Edge Applications Campaign,False
18,13,60,Morph Cutting-Edge Applications Campaign,False
18,14,55,Morph Cutting-Edge Applications Campaign,False
18,15,58,Morph Cutting-Edge Applications Campaign,False
18,16,51,Morph Cutting-Edge Applications Campaign,False
18,17,68,Morph Cutting-Edge Applications Campaign,False
18,18,60,Morph Cutting-Edge Applications Campaign,False
18,19,53,Morph Cutting-Edge Applications Campaign,False
18,20,40,Morph Cutting-Edge Applications Campaign,False
18,21,69,Morph Cutting-Edge Applications Campaign,False
18,22,56,Morph Cutting-Edge Applications Campaign,False
18,23,57,Morph Cutting-Edge Applications Campaign,False
